item_id,title,description,category,subcategory,brand,price,quality_score,popularity_score,is_cold_start,created_at
item_000131,ChefElite Professional Bedding,ChefElite Professional Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,83.31,0.7511,0.1838,false,2026-02-15T13:23:18.470081+00:00
item_000132,DriveSafe Premium Oils & Fluid,Top-rated oils & fluids product from DriveSafe. Ideal for daily use.,Automotive,Oils & Fluids,DriveSafe,439.20,0.8932,0.7293,false,2026-01-22T22:14:36.834221+00:00
item_000133,SpiceTrail Compact Spice,SpiceTrail Compact Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,9.68,0.8762,0.0964,false,2026-01-18T06:20:19.325524+00:00
item_000134,EleganceWear Professional Women's Dresse,EleganceWear Professional Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,185.68,0.6937,0.3076,false,2026-01-31T12:53:25.085207+00:00
item_000135,EleganceWear Classic Women's Dresse,EleganceWear Classic Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,58.33,0.8344,0.7314,false,2026-01-16T18:54:01.267347+00:00
item_000136,DriveSafe Classic Oils & Fluid,DriveSafe Classic Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,409.14,1.0000,0.0603,false,2026-01-18T14:00:53.821086+00:00
item_000137,AtlasBooks Modern Comic,"Discover AtlasBooks Modern Comic, the perfect comics solution.",Books,Comics,AtlasBooks,77.28,0.6627,0.0886,false,2026-02-19T18:19:36.921342+00:00
item_000138,SpiceTrail Essential Spice,SpiceTrail Essential Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,47.63,0.8379,0.2626,false,2026-01-15T03:46:36.102529+00:00
item_000139,EcoFresh Eco Air Quality,Experience excellence with EcoFresh Eco Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,57.90,0.6809,0.3037,false,2026-02-09T02:33:46.340971+00:00
item_000140,EcoFresh Compact Air Quality,EcoFresh Compact Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,47.95,0.8904,0.6343,false,2026-02-06T19:34:06.875147+00:00
item_000141,BrainBoost Everyday Action Figure,Experience excellence with BrainBoost Everyday Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,67.41,0.6850,0.0350,false,2026-01-11T06:09:26.566098+00:00
item_000142,BrainBoost Deluxe Action Figure,"Discover BrainBoost Deluxe Action Figure, the perfect action figures solution.",Toys & Games,Action Figures,BrainBoost,131.11,0.5809,0.1809,false,2026-01-17T14:33:03.771099+00:00
item_000143,DriveSafe Deluxe Oils & Fluid,DriveSafe Deluxe Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,332.64,0.5750,0.0652,false,2026-01-04T06:06:37.829613+00:00
item_000144,GlowLab Premium Skincare,"Discover GlowLab Premium Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,33.76,0.8836,0.2631,false,2026-01-18T23:05:57.293298+00:00
item_000145,BrainBoost Professional Action Figure,BrainBoost Professional Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,34.81,0.7646,0.2874,false,2026-02-01T18:45:38.289531+00:00
item_000146,PeakAscent Essential Yoga,Experience excellence with PeakAscent Essential Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,137.47,0.6544,0.0060,false,2026-02-19T14:39:40.513259+00:00
item_000147,EcoFresh Modern Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,23.31,0.7312,0.0901,false,2026-02-13T10:36:59.682747+00:00
item_000148,GlowLab Modern Skincare,Experience excellence with GlowLab Modern Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,130.54,0.6087,0.2293,false,2026-01-31T07:26:20.766627+00:00
item_000149,EleganceWear Premium Women's Dresse,"Discover EleganceWear Premium Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,62.39,0.7096,0.2388,false,2026-02-19T03:27:56.367249+00:00
item_000150,TechPro Ultra Smartphone,Experience excellence with TechPro Ultra Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,1660.49,0.7212,0.0944,false,2026-01-29T13:45:34.365002+00:00
item_000151,ChefElite Professional Bedding,ChefElite Professional Bedding delivers outstanding performance in bedding.,Home & Kitchen,Bedding,ChefElite,710.21,0.7322,0.0676,false,2026-02-19T14:10:49.843349+00:00
item_000152,ChefElite Compact Bedding,ChefElite Compact Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,45.36,0.6093,0.0481,false,2026-02-06T23:21:25.380136+00:00
item_000153,ChefElite Ultra Bedding,ChefElite Ultra Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,691.29,0.9592,0.0192,false,2026-02-25T04:50:03.000259+00:00
item_000154,EcoFresh Compact Air Quality,"Discover EcoFresh Compact Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,64.94,0.5249,0.1808,false,2026-01-01T20:36:45.622916+00:00
item_000155,AtlasBooks Ultra Comic,AtlasBooks Ultra Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,78.59,0.6866,0.2091,false,2026-01-06T23:26:00.470818+00:00
item_000156,SpiceTrail Eco Spice,SpiceTrail Eco Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,66.73,0.7508,0.2395,false,2026-02-19T14:02:00.904331+00:00
item_000157,SpiceTrail Deluxe Spice,Experience excellence with SpiceTrail Deluxe Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,43.20,0.9752,0.0478,false,2026-02-20T07:53:54.136817+00:00
item_000158,PeakAscent Classic Yoga,Experience excellence with PeakAscent Classic Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,43.30,0.5443,0.5222,false,2026-02-25T12:04:10.091020+00:00
item_000159,GlowLab Premium Skincare,Experience excellence with GlowLab Premium Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,100.67,0.6420,0.4595,false,2026-01-10T06:47:52.769655+00:00
item_000160,GlowLab Everyday Skincare,GlowLab Everyday Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,24.46,0.6817,0.0690,false,2026-02-01T04:31:10.597544+00:00
item_000161,EleganceWear Ultra Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,181.82,0.7391,0.0498,false,2026-01-20T03:52:40.150262+00:00
item_000162,SpiceTrail Eco Spice,SpiceTrail Eco Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,34.02,0.5867,0.3002,false,2026-01-24T21:30:52.406956+00:00
item_000163,BrainBoost Deluxe Action Figure,Experience excellence with BrainBoost Deluxe Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,82.86,0.7029,0.3756,false,2026-01-30T00:03:00.425812+00:00
item_000164,EcoFresh Essential Air Quality,"Discover EcoFresh Essential Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,72.83,0.7190,0.0832,false,2026-01-14T23:29:09.375974+00:00
item_000165,AtlasBooks Premium Comic,AtlasBooks Premium Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,76.29,0.7724,0.1045,false,2026-01-24T07:38:53.017949+00:00
item_000166,AtlasBooks Deluxe Comic,Experience excellence with AtlasBooks Deluxe Comic. Premium books choice.,Books,Comics,AtlasBooks,53.69,0.3552,0.4007,false,2026-01-14T18:50:12.188806+00:00
item_000167,SpiceTrail Essential Spice,SpiceTrail Essential Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,70.57,0.6873,0.1795,false,2026-02-25T19:19:23.686152+00:00
item_000168,EleganceWear Classic Women's Dresse,Experience excellence with EleganceWear Classic Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,177.16,0.6543,0.3526,false,2026-02-16T04:55:52.690428+00:00
item_000169,EleganceWear Eco Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,141.36,0.8152,0.5819,false,2026-02-23T17:24:00.027357+00:00
item_000170,AtlasBooks Essential Comic,Experience excellence with AtlasBooks Essential Comic. Premium books choice.,Books,Comics,AtlasBooks,43.11,0.7653,0.1738,false,2026-02-05T15:03:46.687420+00:00
item_000171,DriveSafe Classic Oils & Fluid,"Discover DriveSafe Classic Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,260.71,0.4346,0.6202,false,2026-01-04T11:07:50.712357+00:00
item_000172,ChefElite Modern Bedding,ChefElite Modern Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,638.36,0.3428,0.2446,false,2026-02-09T02:53:07.578294+00:00
item_000173,GlowLab Everyday Skincare,GlowLab Everyday Skincare — high-quality skincare for beauty & personal care enthusiasts.,Beauty & Personal Care,Skincare,GlowLab,140.08,0.7297,0.0682,false,2026-02-17T20:25:19.866700+00:00
item_000174,AtlasBooks Ultra Comic,AtlasBooks Ultra Comic — high-quality comics for books enthusiasts.,Books,Comics,AtlasBooks,67.46,0.4185,0.3810,false,2026-01-27T04:07:30.123194+00:00
item_000175,AtlasBooks Compact Comic,Experience excellence with AtlasBooks Compact Comic. Premium books choice.,Books,Comics,AtlasBooks,49.67,0.7881,0.3295,false,2026-02-01T15:25:37.449050+00:00
item_000176,SpiceTrail Essential Spice,SpiceTrail Essential Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,15.08,0.8018,0.3183,false,2026-01-14T18:06:53.327074+00:00
item_000177,EleganceWear Everyday Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,137.05,0.5562,0.1020,false,2026-02-13T05:11:13.146628+00:00
item_000178,DriveSafe Classic Oils & Fluid,DriveSafe Classic Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,156.00,0.7926,0.3948,false,2026-02-10T21:47:16.255831+00:00
item_000179,GlowLab Ultra Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,42.34,0.8431,0.0949,false,2026-01-08T14:40:23.271259+00:00
item_000180,TechPro Eco Smartphone,Experience excellence with TechPro Eco Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,899.63,0.7351,0.3310,false,2026-02-19T03:01:31.265080+00:00
item_000181,DriveSafe Premium Oils & Fluid,Experience excellence with DriveSafe Premium Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,299.82,0.6801,0.2420,false,2026-02-22T10:03:09.959309+00:00
item_000182,GlowLab Modern Skincare,GlowLab Modern Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,96.09,0.6480,0.1075,false,2026-01-04T00:24:33.909173+00:00
item_000183,ChefElite Everyday Bedding,ChefElite Everyday Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,726.37,0.6964,0.0638,false,2026-02-22T16:46:45.026603+00:00
item_000184,DriveSafe Premium Oils & Fluid,"Discover DriveSafe Premium Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,248.77,0.7669,0.0120,false,2026-02-24T01:12:04.962012+00:00
item_000185,SpiceTrail Premium Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,15.82,0.8156,0.1583,false,2026-01-29T23:16:33.330878+00:00
item_000186,DriveSafe Professional Oils & Fluid,DriveSafe Professional Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,203.09,0.9724,0.2824,false,2026-01-24T23:52:26.002948+00:00
item_000187,SpiceTrail Deluxe Spice,SpiceTrail Deluxe Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,24.38,0.9903,0.2011,false,2026-01-28T21:59:34.078274+00:00
item_000188,PeakAscent Modern Yoga,PeakAscent Modern Yoga delivers outstanding performance in yoga.,Sports & Outdoors,Yoga,PeakAscent,404.13,0.4824,0.1846,false,2026-01-07T05:35:47.365381+00:00
item_000189,ChefElite Deluxe Bedding,Experience excellence with ChefElite Deluxe Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,477.50,0.7780,0.3787,false,2026-01-09T19:27:34.708046+00:00
item_000190,TechPro Deluxe Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,1154.61,0.5112,0.2263,false,2026-02-10T11:18:39.711275+00:00
item_000191,ChefElite Premium Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,581.10,0.7643,0.5702,false,2026-02-18T08:58:30.656679+00:00
item_000192,DriveSafe Eco Oils & Fluid,"Discover DriveSafe Eco Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,495.23,0.6513,0.2319,false,2026-01-25T17:13:00.863237+00:00
item_000193,GlowLab Compact Skincare,Experience excellence with GlowLab Compact Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,99.04,0.6824,0.1732,false,2026-01-05T23:14:48.260357+00:00
item_000194,EleganceWear Everyday Women's Dresse,EleganceWear Everyday Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,106.15,0.8242,0.2339,false,2026-02-28T18:49:07.528188+00:00
item_000195,SpiceTrail Modern Spice,SpiceTrail Modern Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,48.58,0.8829,0.4627,false,2026-01-18T23:38:02.764071+00:00
item_000196,SpiceTrail Classic Spice,SpiceTrail Classic Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,43.26,0.8755,0.0239,false,2026-01-12T16:31:45.214362+00:00
item_000197,AtlasBooks Modern Comic,AtlasBooks Modern Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,37.50,0.4592,0.2679,false,2026-01-14T14:51:52.896944+00:00
item_000198,EleganceWear Deluxe Women's Dresse,EleganceWear Deluxe Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,230.03,0.7402,0.2514,false,2026-01-13T06:34:33.737727+00:00
item_000199,ChefElite Ultra Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,192.33,0.9290,0.1344,false,2026-02-14T22:24:08.738475+00:00
item_000200,AtlasBooks Classic Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,56.74,0.5981,0.0299,false,2026-01-10T15:16:39.639001+00:00
item_000201,AtlasBooks Deluxe Comic,"Discover AtlasBooks Deluxe Comic, the perfect comics solution.",Books,Comics,AtlasBooks,9.78,0.6409,0.1386,false,2026-02-22T06:32:16.080334+00:00
item_000202,EleganceWear Everyday Women's Dresse,EleganceWear Everyday Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,271.06,0.4682,0.0270,false,2026-01-03T16:34:54.370245+00:00
item_000203,AtlasBooks Classic Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,49.76,0.6997,0.3097,false,2026-02-19T20:58:39.581616+00:00
item_000204,SpiceTrail Modern Spice,SpiceTrail Modern Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,13.32,0.6285,0.4687,false,2026-01-17T07:50:33.842103+00:00
item_000205,PeakAscent Premium Yoga,Experience excellence with PeakAscent Premium Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,530.79,0.5538,0.3502,false,2026-02-18T02:09:33.114418+00:00
item_000206,EleganceWear Modern Women's Dresse,"Discover EleganceWear Modern Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,128.73,0.8750,0.1530,false,2026-02-07T07:30:55.498912+00:00
item_000207,ChefElite Deluxe Bedding,"Discover ChefElite Deluxe Bedding, the perfect bedding solution.",Home & Kitchen,Bedding,ChefElite,369.19,0.9064,0.4019,false,2026-01-02T10:03:02.745111+00:00
item_000208,TechPro Eco Smartphone,TechPro Eco Smartphone — high-quality smartphones for electronics enthusiasts.,Electronics,Smartphones,TechPro,1706.61,0.9715,0.4460,false,2026-03-01T01:13:18.275639+00:00
item_000209,TechPro Classic Smartphone,"Discover TechPro Classic Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,2285.83,0.6506,0.4168,false,2026-02-27T07:43:13.163868+00:00
item_000210,TechPro Compact Smartphone,TechPro Compact Smartphone — high-quality smartphones for electronics enthusiasts.,Electronics,Smartphones,TechPro,1883.68,0.6822,0.1838,false,2026-01-20T06:36:53.563494+00:00
item_000211,DriveSafe Essential Oils & Fluid,Experience excellence with DriveSafe Essential Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,181.19,0.8362,0.1411,false,2026-02-22T06:01:58.103614+00:00
item_000212,TechPro Professional Smartphone,TechPro Professional Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,399.55,0.9125,0.3421,false,2026-01-23T02:51:36.923608+00:00
item_000213,GlowLab Ultra Skincare,Experience excellence with GlowLab Ultra Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,106.68,0.5603,0.5359,false,2026-02-25T09:52:06.885254+00:00
item_000214,PeakAscent Everyday Yoga,PeakAscent Everyday Yoga — high-quality yoga for sports & outdoors enthusiasts.,Sports & Outdoors,Yoga,PeakAscent,214.20,0.6268,0.4423,false,2026-02-16T17:44:09.477065+00:00
item_000215,GlowLab Everyday Skincare,GlowLab Everyday Skincare — high-quality skincare for beauty & personal care enthusiasts.,Beauty & Personal Care,Skincare,GlowLab,142.49,0.4137,0.0670,false,2026-01-01T05:51:09.701795+00:00
item_000216,ChefElite Professional Bedding,Experience excellence with ChefElite Professional Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,718.29,0.8657,0.2578,false,2026-02-23T18:39:42.924452+00:00
item_000217,AtlasBooks Everyday Comic,"Discover AtlasBooks Everyday Comic, the perfect comics solution.",Books,Comics,AtlasBooks,5.06,0.6370,0.2950,false,2026-02-28T15:12:40.311174+00:00
item_000218,GlowLab Professional Skincare,"Discover GlowLab Professional Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,130.10,0.6952,0.2189,false,2026-02-20T05:12:56.819807+00:00
item_000219,DriveSafe Ultra Oils & Fluid,Experience excellence with DriveSafe Ultra Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,463.97,0.6582,0.1812,false,2026-01-30T21:00:12.881500+00:00
item_000220,TechPro Deluxe Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,998.57,0.7599,0.4963,false,2026-02-14T19:08:19.079324+00:00
item_000221,ChefElite Modern Bedding,ChefElite Modern Bedding delivers outstanding performance in bedding.,Home & Kitchen,Bedding,ChefElite,87.85,0.6504,0.2190,false,2026-02-17T12:41:10.630367+00:00
item_000222,BrainBoost Deluxe Action Figure,BrainBoost Deluxe Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,12.94,0.6607,0.2286,false,2026-02-09T23:10:06.792670+00:00
item_000223,TechPro Professional Smartphone,"Discover TechPro Professional Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,2153.83,0.8898,0.2068,false,2026-02-06T05:45:10.077920+00:00
item_000224,PeakAscent Eco Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,220.00,0.7099,0.0744,false,2026-01-05T10:26:55.929131+00:00
item_000225,EleganceWear Essential Women's Dresse,"Discover EleganceWear Essential Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,140.18,0.9858,0.5135,false,2026-01-19T12:46:34.410313+00:00
item_000226,GlowLab Ultra Skincare,GlowLab Ultra Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,112.86,0.8375,0.2586,false,2026-01-12T15:05:45.030265+00:00
item_000227,BrainBoost Professional Action Figure,BrainBoost Professional Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,47.24,0.6015,0.1545,false,2026-02-16T04:39:07.857644+00:00
item_000228,AtlasBooks Everyday Comic,"Discover AtlasBooks Everyday Comic, the perfect comics solution.",Books,Comics,AtlasBooks,70.84,0.8744,0.1942,false,2026-01-08T10:37:53.584802+00:00
item_000229,EcoFresh Eco Air Quality,Experience excellence with EcoFresh Eco Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,45.03,0.5548,0.1619,false,2026-01-10T06:11:39.939441+00:00
item_000230,SpiceTrail Everyday Spice,"Discover SpiceTrail Everyday Spice, the perfect spices solution.",Grocery & Gourmet Food,Spices,SpiceTrail,50.03,0.5516,0.1668,false,2026-02-05T17:21:16.826542+00:00
item_000231,ChefElite Everyday Bedding,ChefElite Everyday Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,220.68,0.6482,0.0213,false,2026-02-15T20:18:27.078249+00:00
item_000232,ChefElite Compact Bedding,ChefElite Compact Bedding delivers outstanding performance in bedding.,Home & Kitchen,Bedding,ChefElite,155.80,0.5614,0.2991,false,2026-01-31T16:47:31.049998+00:00
item_000233,PeakAscent Premium Yoga,PeakAscent Premium Yoga — high-quality yoga for sports & outdoors enthusiasts.,Sports & Outdoors,Yoga,PeakAscent,284.20,0.7794,0.2345,false,2026-01-01T04:46:56.087556+00:00
item_000234,GlowLab Eco Skincare,GlowLab Eco Skincare — high-quality skincare for beauty & personal care enthusiasts.,Beauty & Personal Care,Skincare,GlowLab,95.51,0.5530,0.2181,false,2026-02-26T23:17:59.266364+00:00
item_000235,TechPro Eco Smartphone,Experience excellence with TechPro Eco Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,1768.21,0.8398,0.4290,false,2026-01-12T12:35:22.474506+00:00
item_000236,GlowLab Modern Skincare,GlowLab Modern Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,139.31,0.7980,0.3003,false,2026-01-09T14:33:13.196755+00:00
item_000237,SpiceTrail Ultra Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,39.77,0.7572,0.5104,false,2026-01-06T16:57:23.501080+00:00
item_000238,AtlasBooks Professional Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,37.04,0.3882,0.4467,false,2026-02-27T02:35:55.730347+00:00
item_000239,PeakAscent Eco Yoga,"Discover PeakAscent Eco Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,67.68,0.8704,0.1573,false,2026-02-16T03:15:15.949293+00:00
item_000240,TechPro Compact Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,1514.29,0.9056,0.2512,false,2026-02-24T06:06:10.566396+00:00
item_000241,SpiceTrail Premium Spice,Experience excellence with SpiceTrail Premium Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,89.16,0.5900,0.0456,false,2026-02-06T02:48:39.161089+00:00
item_000242,AtlasBooks Ultra Comic,AtlasBooks Ultra Comic — high-quality comics for books enthusiasts.,Books,Comics,AtlasBooks,50.88,0.6662,0.1831,false,2026-01-09T06:32:30.011038+00:00
item_000243,GlowLab Ultra Skincare,GlowLab Ultra Skincare — high-quality skincare for beauty & personal care enthusiasts.,Beauty & Personal Care,Skincare,GlowLab,58.21,0.6062,0.0895,false,2026-01-04T12:15:06.879948+00:00
item_000244,SpiceTrail Modern Spice,SpiceTrail Modern Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,73.09,0.6156,0.3807,false,2026-01-18T22:28:10.310403+00:00
item_000245,BrainBoost Modern Action Figure,BrainBoost Modern Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,117.71,0.9031,0.0078,false,2026-01-07T10:18:05.346551+00:00
item_000246,AtlasBooks Deluxe Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,43.48,0.4938,0.0717,false,2026-01-27T05:45:33.371879+00:00
item_000247,TechPro Classic Smartphone,Experience excellence with TechPro Classic Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,1311.48,0.8052,0.1013,false,2026-02-07T15:04:18.265876+00:00
item_000248,BrainBoost Compact Action Figure,BrainBoost Compact Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,96.42,0.5726,0.2153,false,2026-03-01T02:40:01.295491+00:00
item_000249,BrainBoost Essential Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,13.20,0.9129,0.1248,false,2026-01-31T13:30:34.762851+00:00
item_000250,EleganceWear Eco Women's Dresse,"Discover EleganceWear Eco Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,273.20,0.8540,0.3054,false,2026-02-04T03:21:35.957888+00:00
item_000251,AtlasBooks Deluxe Comic,"Discover AtlasBooks Deluxe Comic, the perfect comics solution.",Books,Comics,AtlasBooks,8.01,0.7324,0.0859,false,2026-01-27T17:31:22.404579+00:00
item_000252,ChefElite Ultra Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,748.65,0.7336,0.0873,false,2026-02-05T13:21:57.726029+00:00
item_000253,ChefElite Essential Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,53.99,0.7642,0.4508,false,2026-01-18T15:21:21.068346+00:00
item_000254,EleganceWear Professional Women's Dresse,"Discover EleganceWear Professional Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,287.27,0.6594,0.0632,false,2026-01-16T05:31:24.833686+00:00
item_000255,AtlasBooks Professional Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,40.31,0.8394,0.1839,false,2026-01-02T03:51:18.856733+00:00
item_000256,DriveSafe Compact Oils & Fluid,DriveSafe Compact Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,238.86,0.6135,0.2074,false,2026-01-13T07:47:44.049854+00:00
item_000257,GlowLab Ultra Skincare,Experience excellence with GlowLab Ultra Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,82.84,0.7668,0.1941,false,2026-02-09T01:08:50.520373+00:00
item_000258,PeakAscent Deluxe Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,268.79,0.9329,0.2443,false,2026-01-01T21:20:56.515367+00:00
item_000259,DriveSafe Essential Oils & Fluid,Experience excellence with DriveSafe Essential Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,387.10,0.7040,0.0785,false,2026-02-14T14:24:51.083041+00:00
